Overriding config with config/train_tt500.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-tt500'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'tt500-char'
wandb_run_name = 'mini-gpt'

dataset = 'tt_500'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 10
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 113 (inside data/tt_500/meta.pkl)
Initializing a new model from scratch
number of parameters: 17.75M
num decayed parameter tensors: 42, with 17,836,416 parameters
num non-decayed parameter tensors: 21, with 8,064 parameters
iter 850: loss 0.2746, time 186.03ms, mfu 3.16%
iter 860: loss 0.2555, time 184.39ms, mfu 3.18%
iter 870: loss 0.2542, time 184.74ms, mfu 3.20%
iter 880: loss 0.2559, time 191.08ms, mfu 3.20%
iter 890: loss 0.2448, time 190.22ms, mfu 3.21%
iter 900: loss 0.2451, time 191.55ms, mfu 3.21%
iter 910: loss 0.2359, time 188.38ms, mfu 3.22%
iter 920: loss 0.2413, time 190.35ms, mfu 3.22%
iter 930: loss 0.2266, time 191.02ms, mfu 3.23%
iter 940: loss 0.2186, time 183.89ms, mfu 3.24%
iter 950: loss 0.2115, time 191.54ms, mfu 3.24%
iter 960: loss 0.2156, time 191.97ms, mfu 3.24%
iter 970: loss 0.2090, time 191.44ms, mfu 3.24%
iter 980: loss 0.1913, time 191.54ms, mfu 3.24%
iter 990: loss 0.2032, time 195.22ms, mfu 3.24%
step 1000: train loss 0.0870, val loss 4.2922
iter 1000: loss 0.1992, time 19162.65ms, mfu 2.92%
iter 1010: loss 0.1993, time 187.82ms, mfu 2.95%
iter 1020: loss 0.1804, time 189.13ms, mfu 2.99%
iter 1030: loss 0.1979, time 191.41ms, mfu 3.01%
iter 1040: loss 0.1908, time 193.31ms, mfu 3.03%
iter 1050: loss 0.1910, time 185.90ms, mfu 3.06%
iter 1060: loss 0.1930, time 192.98ms, mfu 3.08%
iter 1070: loss 0.1826, time 184.12ms, mfu 3.11%
iter 1080: loss 0.1823, time 191.42ms, mfu 3.12%
iter 1090: loss 0.1831, time 189.32ms, mfu 3.14%
iter 1100: loss 0.1694, time 194.50ms, mfu 3.14%
iter 1110: loss 0.1714, time 192.30ms, mfu 3.15%
iter 1120: loss 0.1673, time 187.69ms, mfu 3.17%
iter 1130: loss 0.1687, time 190.93ms, mfu 3.18%
iter 1140: loss 0.1735, time 187.36ms, mfu 3.19%
iter 1150: loss 0.1577, time 189.60ms, mfu 3.20%
iter 1160: loss 0.1635, time 192.65ms, mfu 3.20%
iter 1170: loss 0.1552, time 192.00ms, mfu 3.20%
iter 1180: loss 0.1558, time 184.51ms, mfu 3.22%
iter 1190: loss 0.1622, time 190.07ms, mfu 3.23%
iter 1200: loss 0.1583, time 190.89ms, mfu 3.23%
iter 1210: loss 0.1566, time 185.38ms, mfu 3.24%
iter 1220: loss 0.1449, time 192.09ms, mfu 3.24%
iter 1230: loss 0.1505, time 191.31ms, mfu 3.24%
iter 1240: loss 0.1648, time 185.32ms, mfu 3.25%
step 1250: train loss 0.0703, val loss 4.6378
iter 1250: loss 0.1535, time 19116.15ms, mfu 2.93%
iter 1260: loss 0.1420, time 190.21ms, mfu 2.96%
iter 1270: loss 0.1563, time 189.02ms, mfu 3.00%
iter 1280: loss 0.1390, time 190.00ms, mfu 3.02%
iter 1290: loss 0.1489, time 187.06ms, mfu 3.05%
iter 1300: loss 0.1436, time 189.14ms, mfu 3.08%
iter 1310: loss 0.1375, time 190.43ms, mfu 3.09%
iter 1320: loss 0.1406, time 184.91ms, mfu 3.12%
iter 1330: loss 0.1252, time 191.90ms, mfu 3.13%
iter 1340: loss 0.1432, time 191.83ms, mfu 3.14%
iter 1350: loss 0.1363, time 192.96ms, mfu 3.15%
iter 1360: loss 0.1371, time 186.38ms, mfu 3.17%
iter 1370: loss 0.1351, time 193.72ms, mfu 3.17%
iter 1380: loss 0.1337, time 192.99ms, mfu 3.18%
iter 1390: loss 0.1293, time 186.91ms, mfu 3.19%
iter 1400: loss 0.1362, time 187.10ms, mfu 3.20%
iter 1410: loss 0.1333, time 191.87ms, mfu 3.21%
iter 1420: loss 0.1268, time 190.04ms, mfu 3.21%
iter 1430: loss 0.1293, time 187.42ms, mfu 3.22%
iter 1440: loss 0.1264, time 191.12ms, mfu 3.23%
iter 1450: loss 0.1306, time 188.80ms, mfu 3.23%
iter 1460: loss 0.1266, time 192.73ms, mfu 3.23%
iter 1470: loss 0.1257, time 187.20ms, mfu 3.24%
iter 1480: loss 0.1248, time 192.59ms, mfu 3.24%
iter 1490: loss 0.1233, time 192.61ms, mfu 3.24%
step 1500: train loss 0.0638, val loss 4.8573
iter 1500: loss 0.1237, time 19190.43ms, mfu 2.92%
iter 1510: loss 0.1256, time 191.72ms, mfu 2.95%
iter 1520: loss 0.1231, time 186.58ms, mfu 2.99%
iter 1530: loss 0.1229, time 191.32ms, mfu 3.01%
iter 1540: loss 0.1152, time 184.83ms, mfu 3.05%
iter 1550: loss 0.1189, time 187.96ms, mfu 3.07%
iter 1560: loss 0.1139, time 188.18ms, mfu 3.10%
iter 1570: loss 0.1164, time 187.66ms, mfu 3.12%
iter 1580: loss 0.1137, time 190.24ms, mfu 3.13%
iter 1590: loss 0.1127, time 190.81ms, mfu 3.14%
iter 1600: loss 0.1119, time 191.51ms, mfu 3.15%
iter 1610: loss 0.1178, time 186.36ms, mfu 3.17%
iter 1620: loss 0.1130, time 188.22ms, mfu 3.18%
iter 1630: loss 0.1108, time 192.28ms, mfu 3.19%
iter 1640: loss 0.1087, time 189.66ms, mfu 3.20%
iter 1650: loss 0.1205, time 190.07ms, mfu 3.20%
iter 1660: loss 0.1101, time 189.62ms, mfu 3.21%
iter 1670: loss 0.1051, time 191.43ms, mfu 3.22%
iter 1680: loss 0.1084, time 186.60ms, mfu 3.23%
iter 1690: loss 0.0985, time 191.00ms, mfu 3.23%
iter 1700: loss 0.1104, time 189.30ms, mfu 3.23%
iter 1710: loss 0.1104, time 184.67ms, mfu 3.25%
iter 1720: loss 0.1125, time 189.02ms, mfu 3.25%
iter 1730: loss 0.0995, time 185.07ms, mfu 3.26%
iter 1740: loss 0.1045, time 184.78ms, mfu 3.27%
step 1750: train loss 0.0582, val loss 5.0407
iter 1750: loss 0.1048, time 19126.25ms, mfu 2.95%
iter 1760: loss 0.0983, time 188.49ms, mfu 2.98%
iter 1770: loss 0.1083, time 190.69ms, mfu 3.01%
iter 1780: loss 0.0985, time 185.11ms, mfu 3.04%
iter 1790: loss 0.1053, time 189.18ms, mfu 3.07%
iter 1800: loss 0.1002, time 192.62ms, mfu 3.08%
iter 1810: loss 0.0989, time 190.56ms, mfu 3.10%
iter 1820: loss 0.0999, time 191.26ms, mfu 3.12%
iter 1830: loss 0.1018, time 189.53ms, mfu 3.13%
iter 1840: loss 0.0992, time 191.87ms, mfu 3.14%
iter 1850: loss 0.0984, time 183.26ms, mfu 3.17%
iter 1860: loss 0.0993, time 189.66ms, mfu 3.18%
iter 1870: loss 0.0938, time 189.87ms, mfu 3.19%
iter 1880: loss 0.0923, time 183.63ms, mfu 3.21%
iter 1890: loss 0.0924, time 193.94ms, mfu 3.21%
iter 1900: loss 0.0998, time 187.78ms, mfu 3.22%
iter 1910: loss 0.0897, time 189.84ms, mfu 3.22%
iter 1920: loss 0.0971, time 188.65ms, mfu 3.23%
iter 1930: loss 0.0914, time 192.66ms, mfu 3.23%
iter 1940: loss 0.0894, time 188.19ms, mfu 3.24%
iter 1950: loss 0.0912, time 186.92ms, mfu 3.24%
iter 1960: loss 0.0954, time 187.44ms, mfu 3.25%
iter 1970: loss 0.0920, time 190.32ms, mfu 3.25%
iter 1980: loss 0.0893, time 191.15ms, mfu 3.25%
iter 1990: loss 0.0876, time 192.91ms, mfu 3.25%
step 2000: train loss 0.0538, val loss 5.2289
iter 2000: loss 0.0918, time 19122.43ms, mfu 2.93%
iter 2010: loss 0.0901, time 189.21ms, mfu 2.96%
iter 2020: loss 0.0925, time 183.52ms, mfu 3.00%
iter 2030: loss 0.0899, time 191.58ms, mfu 3.03%
iter 2040: loss 0.0871, time 187.07ms, mfu 3.06%
iter 2050: loss 0.0826, time 188.20ms, mfu 3.08%
iter 2060: loss 0.0900, time 186.87ms, mfu 3.11%
iter 2070: loss 0.0828, time 189.31ms, mfu 3.12%
iter 2080: loss 0.0860, time 189.34ms, mfu 3.14%
iter 2090: loss 0.0871, time 191.54ms, mfu 3.15%
iter 2100: loss 0.0848, time 191.23ms, mfu 3.16%
iter 2110: loss 0.0855, time 185.78ms, mfu 3.18%
iter 2120: loss 0.0831, time 190.91ms, mfu 3.19%
iter 2130: loss 0.0816, time 185.96ms, mfu 3.20%
iter 2140: loss 0.0850, time 192.41ms, mfu 3.20%
iter 2150: loss 0.0857, time 189.57ms, mfu 3.21%
iter 2160: loss 0.0832, time 189.13ms, mfu 3.22%
iter 2170: loss 0.0810, time 185.48ms, mfu 3.23%
iter 2180: loss 0.0847, time 187.33ms, mfu 3.24%
iter 2190: loss 0.0769, time 190.92ms, mfu 3.24%
iter 2200: loss 0.0798, time 192.91ms, mfu 3.24%
iter 2210: loss 0.0801, time 186.23ms, mfu 3.25%
iter 2220: loss 0.0791, time 189.15ms, mfu 3.25%
iter 2230: loss 0.0778, time 186.95ms, mfu 3.26%
iter 2240: loss 0.0773, time 190.42ms, mfu 3.26%
step 2250: train loss 0.0514, val loss 5.3914
iter 2250: loss 0.0790, time 19229.32ms, mfu 2.94%
iter 2260: loss 0.0783, time 189.04ms, mfu 2.97%
iter 2270: loss 0.0823, time 188.58ms, mfu 3.00%
iter 2280: loss 0.0766, time 183.02ms, mfu 3.04%
iter 2290: loss 0.0779, time 192.00ms, mfu 3.06%
iter 2300: loss 0.0740, time 185.37ms, mfu 3.09%
iter 2310: loss 0.0787, time 188.22ms, mfu 3.11%
iter 2320: loss 0.0812, time 191.82ms, mfu 3.12%
iter 2330: loss 0.0734, time 187.81ms, mfu 3.14%
iter 2340: loss 0.0740, time 188.52ms, mfu 3.16%
iter 2350: loss 0.0760, time 186.60ms, mfu 3.17%
iter 2360: loss 0.0769, time 185.46ms, mfu 3.19%
iter 2370: loss 0.0747, time 193.86ms, mfu 3.19%
iter 2380: loss 0.0774, time 193.97ms, mfu 3.19%
iter 2390: loss 0.0751, time 185.58ms, mfu 3.21%
iter 2400: loss 0.0716, time 190.70ms, mfu 3.21%
iter 2410: loss 0.0709, time 184.37ms, mfu 3.23%
iter 2420: loss 0.0753, time 187.96ms, mfu 3.24%
iter 2430: loss 0.0718, time 186.00ms, mfu 3.25%
iter 2440: loss 0.0773, time 190.30ms, mfu 3.25%
iter 2450: loss 0.0758, time 190.22ms, mfu 3.25%
iter 2460: loss 0.0696, time 183.55ms, mfu 3.26%
iter 2470: loss 0.0732, time 185.55ms, mfu 3.27%
iter 2480: loss 0.0744, time 189.16ms, mfu 3.27%
iter 2490: loss 0.0707, time 185.67ms, mfu 3.28%
step 2500: train loss 0.0489, val loss 5.5202
iter 2500: loss 0.0732, time 19123.55ms, mfu 2.96%
iter 2510: loss 0.0720, time 184.35ms, mfu 3.00%
iter 2520: loss 0.0697, time 190.43ms, mfu 3.02%
iter 2530: loss 0.0696, time 184.62ms, mfu 3.06%
iter 2540: loss 0.0723, time 188.89ms, mfu 3.08%
iter 2550: loss 0.0705, time 190.42ms, mfu 3.10%
iter 2560: loss 0.0686, time 183.01ms, mfu 3.13%
iter 2570: loss 0.0691, time 190.00ms, mfu 3.14%
iter 2580: loss 0.0701, time 185.96ms, mfu 3.16%
iter 2590: loss 0.0706, time 185.57ms, mfu 3.18%
iter 2600: loss 0.0723, time 189.00ms, mfu 3.19%
iter 2610: loss 0.0687, time 190.74ms, mfu 3.20%
iter 2620: loss 0.0690, time 190.60ms, mfu 3.20%
iter 2630: loss 0.0695, time 191.38ms, mfu 3.21%
iter 2640: loss 0.0707, time 189.16ms, mfu 3.22%
iter 2650: loss 0.0658, time 189.34ms, mfu 3.22%
iter 2660: loss 0.0688, time 190.95ms, mfu 3.22%
iter 2670: loss 0.0690, time 189.62ms, mfu 3.23%
iter 2680: loss 0.0716, time 190.21ms, mfu 3.23%
iter 2690: loss 0.0663, time 190.47ms, mfu 3.24%
iter 2700: loss 0.0682, time 185.92ms, mfu 3.25%
iter 2710: loss 0.0630, time 186.19ms, mfu 3.26%
iter 2720: loss 0.0711, time 190.10ms, mfu 3.26%
iter 2730: loss 0.0665, time 185.67ms, mfu 3.27%
iter 2740: loss 0.0650, time 186.43ms, mfu 3.27%
step 2750: train loss 0.0468, val loss 5.5481
iter 2750: loss 0.0652, time 19103.99ms, mfu 2.95%
iter 2760: loss 0.0678, time 185.80ms, mfu 2.99%
iter 2770: loss 0.0633, time 185.27ms, mfu 3.02%
iter 2780: loss 0.0637, time 185.87ms, mfu 3.06%
iter 2790: loss 0.0634, time 188.10ms, mfu 3.08%
iter 2800: loss 0.0623, time 187.03ms, mfu 3.10%
iter 2810: loss 0.0654, time 185.35ms, mfu 3.13%
iter 2820: loss 0.0635, time 186.41ms, mfu 3.15%
iter 2830: loss 0.0657, time 186.19ms, mfu 3.17%
iter 2840: loss 0.0679, time 182.41ms, mfu 3.19%
iter 2850: loss 0.0597, time 185.17ms, mfu 3.21%
iter 2860: loss 0.0644, time 188.34ms, mfu 3.22%
iter 2870: loss 0.0613, time 192.42ms, mfu 3.22%
iter 2880: loss 0.0646, time 190.70ms, mfu 3.22%
iter 2890: loss 0.0663, time 184.91ms, mfu 3.24%
iter 2900: loss 0.0641, time 187.58ms, mfu 3.24%
iter 2910: loss 0.0612, time 184.29ms, mfu 3.26%
iter 2920: loss 0.0624, time 190.66ms, mfu 3.26%
iter 2930: loss 0.0628, time 185.25ms, mfu 3.27%
iter 2940: loss 0.0642, time 190.19ms, mfu 3.27%
iter 2950: loss 0.0619, time 189.58ms, mfu 3.27%
iter 2960: loss 0.0624, time 189.51ms, mfu 3.27%
iter 2970: loss 0.0575, time 188.28ms, mfu 3.27%
iter 2980: loss 0.0646, time 192.36ms, mfu 3.27%
iter 2990: loss 0.0609, time 188.99ms, mfu 3.27%
step 3000: train loss 0.0453, val loss 5.6421
iter 3000: loss 0.0633, time 19191.05ms, mfu 2.95%
iter 3010: loss 0.0636, time 187.69ms, mfu 2.98%
iter 3020: loss 0.0561, time 192.50ms, mfu 3.01%
iter 3030: loss 0.0608, time 182.94ms, mfu 3.04%
iter 3040: loss 0.0577, time 191.61ms, mfu 3.06%
iter 3050: loss 0.0584, time 191.23ms, mfu 3.08%
iter 3060: loss 0.0570, time 188.33ms, mfu 3.10%
iter 3070: loss 0.0573, time 189.01ms, mfu 3.12%
iter 3080: loss 0.0555, time 188.33ms, mfu 3.14%
iter 3090: loss 0.0572, time 187.42ms, mfu 3.16%
iter 3100: loss 0.0578, time 184.27ms, mfu 3.18%
iter 3110: loss 0.0582, time 185.50ms, mfu 3.20%
iter 3120: loss 0.0582, time 185.13ms, mfu 3.21%
iter 3130: loss 0.0577, time 188.28ms, mfu 3.22%
iter 3140: loss 0.0546, time 183.93ms, mfu 3.24%
iter 3150: loss 0.0593, time 187.27ms, mfu 3.24%
iter 3160: loss 0.0573, time 184.93ms, mfu 3.26%
iter 3170: loss 0.0598, time 184.33ms, mfu 3.27%
iter 3180: loss 0.0560, time 184.66ms, mfu 3.28%
iter 3190: loss 0.0571, time 186.91ms, mfu 3.28%
iter 3200: loss 0.0570, time 190.00ms, mfu 3.28%
iter 3210: loss 0.0570, time 190.88ms, mfu 3.28%
iter 3220: loss 0.0578, time 187.55ms, mfu 3.28%
iter 3230: loss 0.0582, time 191.19ms, mfu 3.28%
iter 3240: loss 0.0609, time 188.78ms, mfu 3.28%
step 3250: train loss 0.0432, val loss 5.7474
iter 3250: loss 0.0575, time 19157.99ms, mfu 2.95%
iter 3260: loss 0.0560, time 190.20ms, mfu 2.99%
iter 3270: loss 0.0572, time 191.13ms, mfu 3.01%
iter 3280: loss 0.0569, time 186.37ms, mfu 3.04%
iter 3290: loss 0.0568, time 187.75ms, mfu 3.07%
iter 3300: loss 0.0552, time 187.50ms, mfu 3.09%
iter 3310: loss 0.0553, time 188.65ms, mfu 3.11%
iter 3320: loss 0.0535, time 184.55ms, mfu 3.14%
iter 3330: loss 0.0573, time 185.08ms, mfu 3.16%
iter 3340: loss 0.0525, time 187.94ms, mfu 3.18%
iter 3350: loss 0.0538, time 186.58ms, mfu 3.19%
iter 3360: loss 0.0529, time 190.12ms, mfu 3.20%
iter 3370: loss 0.0548, time 186.35ms, mfu 3.21%
iter 3380: loss 0.0551, time 188.06ms, mfu 3.22%
iter 3390: loss 0.0544, time 189.51ms, mfu 3.23%
iter 3400: loss 0.0554, time 191.72ms, mfu 3.23%
iter 3410: loss 0.0543, time 189.14ms, mfu 3.23%
iter 3420: loss 0.0538, time 190.49ms, mfu 3.24%
iter 3430: loss 0.0528, time 185.10ms, mfu 3.25%
iter 3440: loss 0.0517, time 188.30ms, mfu 3.25%
iter 3450: loss 0.0539, time 188.46ms, mfu 3.26%
iter 3460: loss 0.0574, time 182.10ms, mfu 3.27%
iter 3470: loss 0.0568, time 189.22ms, mfu 3.27%
iter 3480: loss 0.0532, time 186.65ms, mfu 3.28%
iter 3490: loss 0.0553, time 188.45ms, mfu 3.28%
step 3500: train loss 0.0420, val loss 5.8547
iter 3500: loss 0.0518, time 19123.76ms, mfu 2.96%
iter 3510: loss 0.0522, time 185.78ms, mfu 2.99%
iter 3520: loss 0.0562, time 187.82ms, mfu 3.03%
iter 3530: loss 0.0548, time 188.58ms, mfu 3.05%
iter 3540: loss 0.0497, time 188.15ms, mfu 3.08%
iter 3550: loss 0.0527, time 186.57ms, mfu 3.10%
iter 3560: loss 0.0525, time 187.67ms, mfu 3.12%
iter 3570: loss 0.0528, time 188.38ms, mfu 3.14%
iter 3580: loss 0.0508, time 188.31ms, mfu 3.16%
iter 3590: loss 0.0534, time 189.74ms, mfu 3.17%
iter 3600: loss 0.0529, time 188.35ms, mfu 3.18%
iter 3610: loss 0.0518, time 185.50ms, mfu 3.20%
iter 3620: loss 0.0483, time 186.67ms, mfu 3.21%
iter 3630: loss 0.0493, time 181.77ms, mfu 3.23%
iter 3640: loss 0.0492, time 193.31ms, mfu 3.23%
iter 3650: loss 0.0570, time 183.69ms, mfu 3.24%
iter 3660: loss 0.0538, time 189.41ms, mfu 3.25%
iter 3670: loss 0.0510, time 180.57ms, mfu 3.27%
iter 3680: loss 0.0544, time 184.50ms, mfu 3.28%
iter 3690: loss 0.0520, time 186.86ms, mfu 3.28%
iter 3700: loss 0.0497, time 183.85ms, mfu 3.29%
iter 3710: loss 0.0516, time 189.07ms, mfu 3.29%
iter 3720: loss 0.0530, time 189.67ms, mfu 3.29%
iter 3730: loss 0.0522, time 192.25ms, mfu 3.28%
iter 3740: loss 0.0511, time 185.02ms, mfu 3.29%
step 3750: train loss 0.0409, val loss 5.9780
iter 3750: loss 0.0503, time 19153.63ms, mfu 2.96%
iter 3760: loss 0.0498, time 188.79ms, mfu 3.00%
iter 3770: loss 0.0482, time 185.76ms, mfu 3.03%
iter 3780: loss 0.0500, time 184.47ms, mfu 3.07%
iter 3790: loss 0.0520, time 189.42ms, mfu 3.09%
iter 3800: loss 0.0520, time 186.87ms, mfu 3.11%
iter 3810: loss 0.0511, time 188.79ms, mfu 3.13%
iter 3820: loss 0.0494, time 184.32ms, mfu 3.15%
iter 3830: loss 0.0506, time 189.19ms, mfu 3.17%
iter 3840: loss 0.0509, time 186.64ms, mfu 3.18%
iter 3850: loss 0.0490, time 183.68ms, mfu 3.20%
iter 3860: loss 0.0484, time 187.36ms, mfu 3.21%
iter 3870: loss 0.0476, time 190.92ms, mfu 3.22%
iter 3880: loss 0.0480, time 186.03ms, mfu 3.23%
iter 3890: loss 0.0474, time 185.34ms, mfu 3.24%
iter 3900: loss 0.0538, time 183.31ms, mfu 3.26%
iter 3910: loss 0.0482, time 187.63ms, mfu 3.26%
iter 3920: loss 0.0488, time 184.27ms, mfu 3.27%
iter 3930: loss 0.0489, time 185.41ms, mfu 3.28%
iter 3940: loss 0.0491, time 186.74ms, mfu 3.28%
iter 3950: loss 0.0469, time 189.93ms, mfu 3.28%
iter 3960: loss 0.0478, time 184.66ms, mfu 3.29%
iter 3970: loss 0.0506, time 189.33ms, mfu 3.29%
iter 3980: loss 0.0482, time 186.15ms, mfu 3.29%
iter 3990: loss 0.0482, time 191.01ms, mfu 3.29%
step 4000: train loss 0.0398, val loss 6.0387
iter 4000: loss 0.0502, time 19227.62ms, mfu 2.96%
iter 4010: loss 0.0495, time 184.37ms, mfu 3.01%
