Overriding config with config/train_tt5k.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-tt5k'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'tt5k-char'
wandb_run_name = 'mini-gpt'

dataset = 'tt_5k'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 10
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 187 (inside data/tt_5k/meta.pkl)
Initializing a new model from scratch
number of parameters: 17.77M
num decayed parameter tensors: 42, with 17,864,832 parameters
num non-decayed parameter tensors: 21, with 8,064 parameters
iter 840: loss 1.6692, time 194.11ms, mfu 3.12%
iter 850: loss 1.6585, time 193.73ms, mfu 3.13%
iter 860: loss 1.6206, time 192.27ms, mfu 3.14%
iter 870: loss 1.6504, time 185.48ms, mfu 3.16%
iter 880: loss 1.6619, time 190.76ms, mfu 3.17%
iter 890: loss 1.5910, time 189.32ms, mfu 3.18%
iter 900: loss 1.6248, time 188.73ms, mfu 3.20%
iter 910: loss 1.6201, time 190.96ms, mfu 3.20%
iter 920: loss 1.5814, time 190.89ms, mfu 3.21%
iter 930: loss 1.5812, time 189.25ms, mfu 3.22%
iter 940: loss 1.5469, time 189.75ms, mfu 3.22%
iter 950: loss 1.5578, time 188.84ms, mfu 3.23%
iter 960: loss 1.5624, time 189.89ms, mfu 3.23%
iter 970: loss 1.5945, time 192.51ms, mfu 3.23%
iter 980: loss 1.6072, time 191.00ms, mfu 3.24%
iter 990: loss 1.5440, time 195.25ms, mfu 3.23%
step 1000: train loss 1.4309, val loss 1.6744
saving checkpoint to out-tt5k
iter 1000: loss 1.5394, time 20673.07ms, mfu 2.91%
iter 1010: loss 1.5408, time 194.02ms, mfu 2.94%
iter 1020: loss 1.5498, time 187.60ms, mfu 2.98%
iter 1030: loss 1.4983, time 187.71ms, mfu 3.01%
iter 1040: loss 1.4964, time 186.08ms, mfu 3.04%
iter 1050: loss 1.5278, time 192.67ms, mfu 3.06%
iter 1060: loss 1.5386, time 190.90ms, mfu 3.08%
iter 1070: loss 1.5330, time 184.54ms, mfu 3.11%
iter 1080: loss 1.5010, time 190.48ms, mfu 3.13%
iter 1090: loss 1.5229, time 189.35ms, mfu 3.14%
iter 1100: loss 1.4896, time 189.91ms, mfu 3.16%
iter 1110: loss 1.4873, time 190.28ms, mfu 3.17%
iter 1120: loss 1.4760, time 189.04ms, mfu 3.18%
iter 1130: loss 1.4759, time 192.74ms, mfu 3.18%
iter 1140: loss 1.4682, time 190.78ms, mfu 3.19%
iter 1150: loss 1.4687, time 190.55ms, mfu 3.20%
iter 1160: loss 1.4605, time 192.94ms, mfu 3.20%
iter 1170: loss 1.4075, time 191.00ms, mfu 3.21%
iter 1180: loss 1.4431, time 190.20ms, mfu 3.21%
iter 1190: loss 1.4099, time 190.44ms, mfu 3.22%
iter 1200: loss 1.4431, time 193.78ms, mfu 3.22%
iter 1210: loss 1.4263, time 190.36ms, mfu 3.22%
iter 1220: loss 1.4095, time 184.74ms, mfu 3.24%
iter 1230: loss 1.3872, time 188.47ms, mfu 3.24%
iter 1240: loss 1.4223, time 191.35ms, mfu 3.24%
step 1250: train loss 1.2923, val loss 1.6344
saving checkpoint to out-tt5k
iter 1250: loss 1.4340, time 20634.30ms, mfu 2.92%
iter 1260: loss 1.4183, time 191.48ms, mfu 2.96%
iter 1270: loss 1.3753, time 188.46ms, mfu 2.99%
iter 1280: loss 1.3845, time 191.88ms, mfu 3.01%
iter 1290: loss 1.4071, time 188.49ms, mfu 3.04%
iter 1300: loss 1.3717, time 190.12ms, mfu 3.07%
iter 1310: loss 1.3469, time 185.76ms, mfu 3.09%
iter 1320: loss 1.3361, time 189.80ms, mfu 3.11%
iter 1330: loss 1.3862, time 188.10ms, mfu 3.13%
iter 1340: loss 1.3655, time 193.38ms, mfu 3.14%
iter 1350: loss 1.3828, time 187.13ms, mfu 3.16%
iter 1360: loss 1.3353, time 190.24ms, mfu 3.17%
iter 1370: loss 1.3869, time 192.82ms, mfu 3.18%
iter 1380: loss 1.3302, time 189.13ms, mfu 3.19%
iter 1390: loss 1.3308, time 189.00ms, mfu 3.20%
iter 1400: loss 1.3010, time 191.71ms, mfu 3.20%
iter 1410: loss 1.3089, time 190.77ms, mfu 3.21%
iter 1420: loss 1.3252, time 190.59ms, mfu 3.21%
iter 1430: loss 1.3239, time 190.07ms, mfu 3.22%
iter 1440: loss 1.2831, time 195.68ms, mfu 3.22%
iter 1450: loss 1.3565, time 187.72ms, mfu 3.22%
iter 1460: loss 1.2677, time 190.17ms, mfu 3.23%
iter 1470: loss 1.3152, time 193.62ms, mfu 3.23%
iter 1480: loss 1.2984, time 190.53ms, mfu 3.23%
iter 1490: loss 1.3521, time 192.66ms, mfu 3.23%
step 1500: train loss 1.1702, val loss 1.6585
iter 1500: loss 1.2623, time 19276.86ms, mfu 2.91%
iter 1510: loss 1.2851, time 188.91ms, mfu 2.95%
iter 1520: loss 1.2628, time 191.42ms, mfu 2.98%
iter 1530: loss 1.2359, time 191.99ms, mfu 3.01%
iter 1540: loss 1.2844, time 192.49ms, mfu 3.03%
iter 1550: loss 1.2629, time 189.54ms, mfu 3.05%
iter 1560: loss 1.2125, time 192.93ms, mfu 3.07%
iter 1570: loss 1.2736, time 190.84ms, mfu 3.09%
iter 1580: loss 1.2070, time 189.88ms, mfu 3.11%
iter 1590: loss 1.2489, time 188.36ms, mfu 3.13%
iter 1600: loss 1.2469, time 187.89ms, mfu 3.15%
iter 1610: loss 1.2427, time 190.92ms, mfu 3.16%
iter 1620: loss 1.2651, time 191.96ms, mfu 3.17%
iter 1630: loss 1.2922, time 192.34ms, mfu 3.17%
iter 1640: loss 1.2210, time 194.75ms, mfu 3.17%
iter 1650: loss 1.2090, time 186.00ms, mfu 3.19%
iter 1660: loss 1.2244, time 189.38ms, mfu 3.20%
iter 1670: loss 1.2369, time 194.09ms, mfu 3.20%
iter 1680: loss 1.1722, time 190.63ms, mfu 3.21%
iter 1690: loss 1.2143, time 193.58ms, mfu 3.21%
iter 1700: loss 1.1907, time 192.59ms, mfu 3.21%
iter 1710: loss 1.1824, time 189.56ms, mfu 3.22%
iter 1720: loss 1.2387, time 189.46ms, mfu 3.22%
iter 1730: loss 1.2098, time 190.75ms, mfu 3.23%
iter 1740: loss 1.1776, time 191.46ms, mfu 3.23%
step 1750: train loss 1.0377, val loss 1.6873
iter 1750: loss 1.1214, time 19263.66ms, mfu 2.91%
iter 1760: loss 1.1978, time 186.81ms, mfu 2.95%
iter 1770: loss 1.1509, time 191.42ms, mfu 2.98%
iter 1780: loss 1.2015, time 190.01ms, mfu 3.01%
iter 1790: loss 1.1542, time 190.14ms, mfu 3.04%
iter 1800: loss 1.1484, time 191.79ms, mfu 3.06%
iter 1810: loss 1.1707, time 192.54ms, mfu 3.07%
iter 1820: loss 1.1539, time 192.19ms, mfu 3.09%
iter 1830: loss 1.1768, time 187.80ms, mfu 3.11%
iter 1840: loss 1.1502, time 189.39ms, mfu 3.13%
iter 1850: loss 1.1594, time 192.44ms, mfu 3.14%
iter 1860: loss 1.0853, time 188.00ms, mfu 3.16%
iter 1870: loss 1.1252, time 189.59ms, mfu 3.17%
iter 1880: loss 1.1467, time 188.71ms, mfu 3.18%
iter 1890: loss 1.0813, time 190.66ms, mfu 3.19%
iter 1900: loss 1.1286, time 192.81ms, mfu 3.19%
iter 1910: loss 1.0797, time 190.14ms, mfu 3.20%
iter 1920: loss 1.1069, time 188.02ms, mfu 3.21%
iter 1930: loss 1.1685, time 190.47ms, mfu 3.22%
iter 1940: loss 1.1392, time 193.57ms, mfu 3.22%
iter 1950: loss 1.1285, time 189.96ms, mfu 3.22%
iter 1960: loss 1.1090, time 193.55ms, mfu 3.22%
iter 1970: loss 1.0856, time 195.44ms, mfu 3.22%
iter 1980: loss 1.0823, time 190.68ms, mfu 3.22%
iter 1990: loss 1.0949, time 186.15ms, mfu 3.23%
step 2000: train loss 0.9159, val loss 1.7564
iter 2000: loss 1.0878, time 19256.05ms, mfu 2.91%
iter 2010: loss 1.0616, time 189.91ms, mfu 2.95%
iter 2020: loss 1.0769, time 192.10ms, mfu 2.98%
iter 2030: loss 1.0407, time 189.10ms, mfu 3.01%
iter 2040: loss 1.0523, time 192.92ms, mfu 3.03%
iter 2050: loss 1.0536, time 191.14ms, mfu 3.05%
iter 2060: loss 1.0281, time 191.07ms, mfu 3.07%
iter 2070: loss 1.0277, time 193.44ms, mfu 3.09%
iter 2080: loss 1.0304, time 192.27ms, mfu 3.10%
iter 2090: loss 1.0612, time 192.30ms, mfu 3.12%
iter 2100: loss 1.0361, time 192.95ms, mfu 3.13%
iter 2110: loss 1.0171, time 187.96ms, mfu 3.14%
iter 2120: loss 1.0521, time 192.02ms, mfu 3.15%
iter 2130: loss 1.0198, time 192.00ms, mfu 3.16%
iter 2140: loss 0.9897, time 189.66ms, mfu 3.17%
iter 2150: loss 1.0559, time 191.67ms, mfu 3.18%
iter 2160: loss 0.9929, time 186.17ms, mfu 3.20%
iter 2170: loss 1.0085, time 193.31ms, mfu 3.20%
iter 2180: loss 1.0194, time 189.67ms, mfu 3.21%
iter 2190: loss 1.0063, time 185.75ms, mfu 3.22%
iter 2200: loss 1.0022, time 192.78ms, mfu 3.22%
iter 2210: loss 0.9853, time 191.26ms, mfu 3.23%
iter 2220: loss 0.9938, time 186.77ms, mfu 3.24%
iter 2230: loss 1.0183, time 188.66ms, mfu 3.24%
iter 2240: loss 1.0131, time 192.65ms, mfu 3.24%
step 2250: train loss 0.7857, val loss 1.8221
iter 2250: loss 0.9841, time 19262.28ms, mfu 2.92%
iter 2260: loss 0.9805, time 191.07ms, mfu 2.95%
iter 2270: loss 0.9866, time 191.72ms, mfu 2.98%
iter 2280: loss 0.9477, time 195.88ms, mfu 3.00%
iter 2290: loss 0.9659, time 192.45ms, mfu 3.02%
iter 2300: loss 0.9494, time 190.31ms, mfu 3.05%
iter 2310: loss 0.9238, time 192.02ms, mfu 3.07%
iter 2320: loss 0.9167, time 190.39ms, mfu 3.09%
iter 2330: loss 0.9369, time 191.16ms, mfu 3.10%
iter 2340: loss 0.9253, time 186.97ms, mfu 3.13%
iter 2350: loss 0.9069, time 189.40ms, mfu 3.14%
iter 2360: loss 0.9218, time 188.51ms, mfu 3.16%
iter 2370: loss 0.8768, time 189.95ms, mfu 3.17%
iter 2380: loss 0.8915, time 188.75ms, mfu 3.18%
iter 2390: loss 0.8929, time 189.68ms, mfu 3.19%
iter 2400: loss 0.8972, time 191.54ms, mfu 3.20%
iter 2410: loss 0.9254, time 190.92ms, mfu 3.20%
iter 2420: loss 0.9166, time 183.32ms, mfu 3.22%
iter 2430: loss 0.8926, time 188.43ms, mfu 3.23%
iter 2440: loss 0.8973, time 192.78ms, mfu 3.23%
iter 2450: loss 0.9073, time 192.78ms, mfu 3.23%
iter 2460: loss 0.8954, time 187.32ms, mfu 3.24%
iter 2470: loss 0.9053, time 187.59ms, mfu 3.25%
iter 2480: loss 0.8953, time 193.53ms, mfu 3.24%
iter 2490: loss 0.9281, time 187.40ms, mfu 3.25%
step 2500: train loss 0.6703, val loss 1.9101
iter 2500: loss 0.8685, time 19253.38ms, mfu 2.93%
iter 2510: loss 0.8838, time 185.41ms, mfu 2.97%
iter 2520: loss 0.9085, time 189.40ms, mfu 3.00%
iter 2530: loss 0.8778, time 188.75ms, mfu 3.03%
iter 2540: loss 0.8735, time 192.79ms, mfu 3.05%
iter 2550: loss 0.8546, time 193.67ms, mfu 3.07%
iter 2560: loss 0.8465, time 189.62ms, mfu 3.09%
iter 2570: loss 0.8812, time 190.68ms, mfu 3.11%
iter 2580: loss 0.8465, time 191.75ms, mfu 3.12%
iter 2590: loss 0.8669, time 194.55ms, mfu 3.13%
iter 2600: loss 0.8261, time 190.75ms, mfu 3.14%
iter 2610: loss 0.8580, time 194.65ms, mfu 3.15%
iter 2620: loss 0.8542, time 194.01ms, mfu 3.15%
iter 2630: loss 0.8446, time 190.13ms, mfu 3.16%
iter 2640: loss 0.8624, time 193.68ms, mfu 3.17%
iter 2650: loss 0.7957, time 190.47ms, mfu 3.18%
iter 2660: loss 0.8367, time 191.87ms, mfu 3.18%
iter 2670: loss 0.7759, time 192.36ms, mfu 3.19%
iter 2680: loss 0.8147, time 191.04ms, mfu 3.20%
iter 2690: loss 0.8088, time 190.92ms, mfu 3.20%
iter 2700: loss 0.8441, time 192.86ms, mfu 3.20%
iter 2710: loss 0.8210, time 192.36ms, mfu 3.21%
iter 2720: loss 0.8139, time 191.38ms, mfu 3.21%
iter 2730: loss 0.7637, time 190.70ms, mfu 3.22%
iter 2740: loss 0.7707, time 189.19ms, mfu 3.22%
step 2750: train loss 0.5619, val loss 2.0002
iter 2750: loss 0.8189, time 19195.75ms, mfu 2.90%
iter 2760: loss 0.7809, time 189.31ms, mfu 2.94%
iter 2770: loss 0.7803, time 191.30ms, mfu 2.97%
iter 2780: loss 0.8247, time 192.13ms, mfu 3.00%
iter 2790: loss 0.7720, time 191.41ms, mfu 3.02%
iter 2800: loss 0.7713, time 186.67ms, mfu 3.06%
iter 2810: loss 0.7847, time 190.02ms, mfu 3.08%
iter 2820: loss 0.7892, time 194.56ms, mfu 3.09%
iter 2830: loss 0.7600, time 188.56ms, mfu 3.11%
iter 2840: loss 0.7755, time 191.68ms, mfu 3.12%
iter 2850: loss 0.7123, time 186.66ms, mfu 3.14%
iter 2860: loss 0.7368, time 189.81ms, mfu 3.16%
iter 2870: loss 0.7580, time 189.62ms, mfu 3.17%
iter 2880: loss 0.7733, time 185.32ms, mfu 3.19%
iter 2890: loss 0.7058, time 190.81ms, mfu 3.20%
iter 2900: loss 0.7310, time 191.80ms, mfu 3.20%
iter 2910: loss 0.7255, time 186.80ms, mfu 3.21%
iter 2920: loss 0.7431, time 193.29ms, mfu 3.21%
iter 2930: loss 0.7320, time 190.21ms, mfu 3.22%
iter 2940: loss 0.7089, time 190.50ms, mfu 3.22%
iter 2950: loss 0.7377, time 194.76ms, mfu 3.22%
iter 2960: loss 0.7144, time 192.57ms, mfu 3.22%
iter 2970: loss 0.7162, time 187.87ms, mfu 3.23%
iter 2980: loss 0.7306, time 194.92ms, mfu 3.23%
iter 2990: loss 0.7172, time 195.91ms, mfu 3.22%
step 3000: train loss 0.4692, val loss 2.1216
iter 3000: loss 0.7446, time 19304.34ms, mfu 2.90%
iter 3010: loss 0.7173, time 192.20ms, mfu 2.94%
iter 3020: loss 0.7045, time 189.17ms, mfu 2.97%
iter 3030: loss 0.6905, time 190.67ms, mfu 3.00%
iter 3040: loss 0.6967, time 193.83ms, mfu 3.02%
iter 3050: loss 0.6649, time 193.82ms, mfu 3.04%
iter 3060: loss 0.6717, time 190.81ms, mfu 3.06%
iter 3070: loss 0.6598, time 189.08ms, mfu 3.08%
iter 3080: loss 0.6744, time 190.73ms, mfu 3.10%
iter 3090: loss 0.6787, time 190.24ms, mfu 3.12%
iter 3100: loss 0.6775, time 190.11ms, mfu 3.13%
iter 3110: loss 0.6844, time 185.78ms, mfu 3.16%
iter 3120: loss 0.6773, time 192.34ms, mfu 3.16%
iter 3130: loss 0.6484, time 190.26ms, mfu 3.17%
iter 3140: loss 0.6668, time 192.72ms, mfu 3.18%
iter 3150: loss 0.6692, time 190.73ms, mfu 3.19%
iter 3160: loss 0.6513, time 191.67ms, mfu 3.19%
iter 3170: loss 0.6546, time 189.01ms, mfu 3.20%
iter 3180: loss 0.6272, time 188.91ms, mfu 3.21%
iter 3190: loss 0.6293, time 190.24ms, mfu 3.22%
iter 3200: loss 0.6545, time 185.12ms, mfu 3.23%
iter 3210: loss 0.6695, time 192.13ms, mfu 3.23%
iter 3220: loss 0.6257, time 188.05ms, mfu 3.24%
iter 3230: loss 0.6491, time 188.96ms, mfu 3.25%
iter 3240: loss 0.6462, time 190.24ms, mfu 3.25%
step 3250: train loss 0.3889, val loss 2.2278
iter 3250: loss 0.6208, time 19206.63ms, mfu 2.93%
iter 3260: loss 0.6251, time 192.36ms, mfu 2.96%
iter 3270: loss 0.6072, time 192.37ms, mfu 2.98%
iter 3280: loss 0.6464, time 191.21ms, mfu 3.01%
iter 3290: loss 0.6237, time 193.84ms, mfu 3.03%
iter 3300: loss 0.6399, time 192.43ms, mfu 3.05%
iter 3310: loss 0.6184, time 192.34ms, mfu 3.07%
iter 3320: loss 0.5709, time 190.83ms, mfu 3.09%
iter 3330: loss 0.6056, time 190.56ms, mfu 3.11%
iter 3340: loss 0.5911, time 191.45ms, mfu 3.12%
iter 3350: loss 0.5824, time 191.55ms, mfu 3.13%
iter 3360: loss 0.5930, time 189.90ms, mfu 3.15%
iter 3370: loss 0.6110, time 193.76ms, mfu 3.15%
iter 3380: loss 0.6291, time 190.84ms, mfu 3.16%
iter 3390: loss 0.5639, time 191.60ms, mfu 3.17%
iter 3400: loss 0.6277, time 190.23ms, mfu 3.18%
iter 3410: loss 0.5957, time 191.27ms, mfu 3.19%
iter 3420: loss 0.6181, time 192.30ms, mfu 3.19%
iter 3430: loss 0.6043, time 189.95ms, mfu 3.20%
iter 3440: loss 0.5882, time 187.67ms, mfu 3.21%
iter 3450: loss 0.5940, time 192.08ms, mfu 3.22%
iter 3460: loss 0.6113, time 191.37ms, mfu 3.22%
iter 3470: loss 0.5843, time 190.97ms, mfu 3.22%
iter 3480: loss 0.5814, time 186.49ms, mfu 3.23%
iter 3490: loss 0.5632, time 187.22ms, mfu 3.24%
step 3500: train loss 0.3282, val loss 2.3271
iter 3500: loss 0.5921, time 19172.25ms, mfu 2.92%
iter 3510: loss 0.5901, time 190.91ms, mfu 2.96%
iter 3520: loss 0.5753, time 187.87ms, mfu 2.99%
iter 3530: loss 0.5770, time 190.76ms, mfu 3.02%
iter 3540: loss 0.5670, time 191.17ms, mfu 3.04%
iter 3550: loss 0.5616, time 191.48ms, mfu 3.06%
iter 3560: loss 0.5574, time 188.37ms, mfu 3.09%
iter 3570: loss 0.5529, time 191.13ms, mfu 3.10%
iter 3580: loss 0.5325, time 188.13ms, mfu 3.12%
iter 3590: loss 0.5616, time 191.22ms, mfu 3.14%
iter 3600: loss 0.5586, time 188.43ms, mfu 3.15%
iter 3610: loss 0.5623, time 188.45ms, mfu 3.17%
iter 3620: loss 0.5296, time 190.32ms, mfu 3.18%
iter 3630: loss 0.5551, time 190.32ms, mfu 3.19%
iter 3640: loss 0.5547, time 187.94ms, mfu 3.20%
iter 3650: loss 0.5258, time 192.28ms, mfu 3.20%
iter 3660: loss 0.5302, time 191.21ms, mfu 3.21%
iter 3670: loss 0.5313, time 191.42ms, mfu 3.21%
iter 3680: loss 0.5477, time 193.85ms, mfu 3.21%
iter 3690: loss 0.5248, time 191.20ms, mfu 3.22%
iter 3700: loss 0.5320, time 191.50ms, mfu 3.22%
iter 3710: loss 0.5402, time 189.99ms, mfu 3.22%
iter 3720: loss 0.5467, time 189.44ms, mfu 3.23%
iter 3730: loss 0.5327, time 191.45ms, mfu 3.23%
iter 3740: loss 0.5015, time 190.55ms, mfu 3.24%
step 3750: train loss 0.2777, val loss 2.4192
iter 3750: loss 0.5302, time 19299.20ms, mfu 2.91%
iter 3760: loss 0.5053, time 188.87ms, mfu 2.95%
iter 3770: loss 0.5123, time 190.70ms, mfu 2.98%
iter 3780: loss 0.5058, time 187.02ms, mfu 3.02%
iter 3790: loss 0.5050, time 195.03ms, mfu 3.03%
iter 3800: loss 0.5243, time 192.38ms, mfu 3.05%
iter 3810: loss 0.4975, time 188.10ms, mfu 3.08%
iter 3820: loss 0.5036, time 190.15ms, mfu 3.10%
iter 3830: loss 0.5275, time 187.54ms, mfu 3.12%
iter 3840: loss 0.5260, time 185.94ms, mfu 3.14%
iter 3850: loss 0.5060, time 191.05ms, mfu 3.15%
iter 3860: loss 0.4944, time 187.24ms, mfu 3.17%
iter 3870: loss 0.5182, time 184.81ms, mfu 3.19%
iter 3880: loss 0.5041, time 185.47ms, mfu 3.21%
iter 3890: loss 0.5025, time 192.01ms, mfu 3.21%
iter 3900: loss 0.5100, time 189.18ms, mfu 3.22%
iter 3910: loss 0.5026, time 189.50ms, mfu 3.22%
iter 3920: loss 0.4792, time 190.46ms, mfu 3.23%
iter 3930: loss 0.4812, time 191.41ms, mfu 3.23%
iter 3940: loss 0.5016, time 190.50ms, mfu 3.23%
iter 3950: loss 0.4740, time 190.82ms, mfu 3.24%
iter 3960: loss 0.4831, time 191.25ms, mfu 3.24%
iter 3970: loss 0.4646, time 188.14ms, mfu 3.24%
iter 3980: loss 0.4859, time 193.32ms, mfu 3.24%
iter 3990: loss 0.4592, time 191.41ms, mfu 3.24%
step 4000: train loss 0.2402, val loss 2.5122
