Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 830: loss 1.3939, time 115.68ms, mfu 3.12%
iter 840: loss 1.4056, time 113.74ms, mfu 3.14%
iter 850: loss 1.3911, time 115.59ms, mfu 3.15%
iter 860: loss 1.4010, time 116.80ms, mfu 3.15%
iter 870: loss 1.4061, time 115.40ms, mfu 3.16%
iter 880: loss 1.3758, time 113.68ms, mfu 3.17%
iter 890: loss 1.3920, time 117.35ms, mfu 3.17%
iter 900: loss 1.3728, time 117.22ms, mfu 3.17%
iter 910: loss 1.3245, time 116.57ms, mfu 3.17%
iter 920: loss 1.3671, time 116.37ms, mfu 3.18%
iter 930: loss 1.3670, time 119.86ms, mfu 3.17%
iter 940: loss 1.3524, time 117.56ms, mfu 3.17%
iter 950: loss 1.3538, time 117.84ms, mfu 3.17%
iter 960: loss 1.3668, time 117.90ms, mfu 3.17%
iter 970: loss 1.3636, time 116.63ms, mfu 3.17%
iter 980: loss 1.3566, time 116.51ms, mfu 3.17%
iter 990: loss 1.3400, time 122.33ms, mfu 3.16%
step 1000: train loss 1.2762, val loss 1.5256
saving checkpoint to out-shakespeare-char
iter 1000: loss 1.3415, time 13301.54ms, mfu 2.85%
iter 1010: loss 1.3431, time 117.38ms, mfu 2.88%
iter 1020: loss 1.3133, time 117.43ms, mfu 2.91%
iter 1030: loss 1.3367, time 115.43ms, mfu 2.94%
iter 1040: loss 1.3645, time 115.73ms, mfu 2.97%
iter 1050: loss 1.2936, time 116.39ms, mfu 2.99%
iter 1060: loss 1.3426, time 116.90ms, mfu 3.01%
iter 1070: loss 1.3305, time 118.01ms, mfu 3.03%
iter 1080: loss 1.3386, time 116.13ms, mfu 3.04%
iter 1090: loss 1.3539, time 122.03ms, mfu 3.05%
iter 1100: loss 1.3168, time 115.70ms, mfu 3.06%
iter 1110: loss 1.3008, time 118.12ms, mfu 3.07%
iter 1120: loss 1.3026, time 119.73ms, mfu 3.08%
iter 1130: loss 1.3015, time 116.36ms, mfu 3.09%
iter 1140: loss 1.2992, time 115.87ms, mfu 3.10%
iter 1150: loss 1.3126, time 114.63ms, mfu 3.12%
iter 1160: loss 1.3269, time 112.30ms, mfu 3.14%
iter 1170: loss 1.3064, time 115.68ms, mfu 3.15%
iter 1180: loss 1.3226, time 114.83ms, mfu 3.16%
iter 1190: loss 1.2668, time 115.71ms, mfu 3.16%
iter 1200: loss 1.2964, time 114.39ms, mfu 3.17%
iter 1210: loss 1.2739, time 117.76ms, mfu 3.17%
iter 1220: loss 1.3009, time 115.23ms, mfu 3.18%
iter 1230: loss 1.2977, time 115.02ms, mfu 3.18%
iter 1240: loss 1.3042, time 115.89ms, mfu 3.19%
step 1250: train loss 1.2079, val loss 1.4969
saving checkpoint to out-shakespeare-char
iter 1250: loss 1.2753, time 12762.19ms, mfu 2.87%
iter 1260: loss 1.2867, time 113.08ms, mfu 2.91%
iter 1270: loss 1.2715, time 115.26ms, mfu 2.95%
iter 1280: loss 1.2605, time 115.09ms, mfu 2.97%
iter 1290: loss 1.2806, time 115.39ms, mfu 3.00%
iter 1300: loss 1.2990, time 116.38ms, mfu 3.02%
iter 1310: loss 1.2402, time 114.44ms, mfu 3.04%
iter 1320: loss 1.3072, time 114.83ms, mfu 3.06%
iter 1330: loss 1.2705, time 115.57ms, mfu 3.08%
iter 1340: loss 1.2992, time 116.97ms, mfu 3.09%
iter 1350: loss 1.2529, time 117.09ms, mfu 3.10%
iter 1360: loss 1.2679, time 116.71ms, mfu 3.11%
iter 1370: loss 1.2591, time 117.64ms, mfu 3.11%
iter 1380: loss 1.2695, time 119.71ms, mfu 3.11%
iter 1390: loss 1.2550, time 114.76ms, mfu 3.13%
iter 1400: loss 1.2619, time 116.94ms, mfu 3.13%
iter 1410: loss 1.2513, time 114.20ms, mfu 3.15%
iter 1420: loss 1.2738, time 115.74ms, mfu 3.15%
iter 1430: loss 1.2424, time 116.60ms, mfu 3.16%
iter 1440: loss 1.2576, time 116.89ms, mfu 3.16%
iter 1450: loss 1.2388, time 115.22ms, mfu 3.17%
iter 1460: loss 1.2448, time 116.74ms, mfu 3.17%
iter 1470: loss 1.2223, time 115.79ms, mfu 3.18%
iter 1480: loss 1.2091, time 117.54ms, mfu 3.17%
iter 1490: loss 1.2391, time 116.43ms, mfu 3.18%
step 1500: train loss 1.1533, val loss 1.4693
saving checkpoint to out-shakespeare-char
iter 1500: loss 1.1903, time 13145.63ms, mfu 2.86%
iter 1510: loss 1.2334, time 115.07ms, mfu 2.90%
iter 1520: loss 1.2242, time 114.58ms, mfu 2.94%
iter 1530: loss 1.2554, time 115.41ms, mfu 2.96%
iter 1540: loss 1.1952, time 113.95ms, mfu 3.00%
iter 1550: loss 1.2376, time 116.02ms, mfu 3.02%
iter 1560: loss 1.2124, time 115.34ms, mfu 3.04%
iter 1570: loss 1.2289, time 117.89ms, mfu 3.05%
iter 1580: loss 1.2126, time 117.46ms, mfu 3.06%
iter 1590: loss 1.1923, time 116.32ms, mfu 3.08%
iter 1600: loss 1.2019, time 115.47ms, mfu 3.09%
iter 1610: loss 1.2397, time 116.71ms, mfu 3.10%
iter 1620: loss 1.1842, time 113.85ms, mfu 3.12%
iter 1630: loss 1.2066, time 115.61ms, mfu 3.13%
iter 1640: loss 1.2057, time 116.09ms, mfu 3.14%
iter 1650: loss 1.1848, time 116.00ms, mfu 3.14%
iter 1660: loss 1.2201, time 115.62ms, mfu 3.15%
iter 1670: loss 1.2026, time 116.70ms, mfu 3.16%
iter 1680: loss 1.2037, time 113.13ms, mfu 3.17%
iter 1690: loss 1.2076, time 114.40ms, mfu 3.18%
iter 1700: loss 1.1913, time 114.82ms, mfu 3.19%
iter 1710: loss 1.1841, time 114.63ms, mfu 3.19%
iter 1720: loss 1.1854, time 116.76ms, mfu 3.19%
iter 1730: loss 1.1986, time 117.63ms, mfu 3.19%
iter 1740: loss 1.1763, time 115.79ms, mfu 3.19%
step 1750: train loss 1.1028, val loss 1.4603
saving checkpoint to out-shakespeare-char
iter 1750: loss 1.1805, time 13011.15ms, mfu 2.88%
iter 1760: loss 1.1936, time 114.28ms, mfu 2.91%
iter 1770: loss 1.1979, time 113.23ms, mfu 2.95%
iter 1780: loss 1.1955, time 117.48ms, mfu 2.97%
iter 1790: loss 1.1912, time 119.78ms, mfu 2.99%
iter 1800: loss 1.1752, time 120.02ms, mfu 3.00%
iter 1810: loss 1.1647, time 116.14ms, mfu 3.02%
iter 1820: loss 1.1709, time 118.84ms, mfu 3.03%
iter 1830: loss 1.1703, time 115.91ms, mfu 3.05%
iter 1840: loss 1.1592, time 116.76ms, mfu 3.06%
iter 1850: loss 1.1671, time 115.65ms, mfu 3.08%
iter 1860: loss 1.1751, time 117.71ms, mfu 3.09%
iter 1870: loss 1.1444, time 115.81ms, mfu 3.10%
iter 1880: loss 1.1820, time 114.16ms, mfu 3.12%
iter 1890: loss 1.1850, time 115.54ms, mfu 3.13%
iter 1900: loss 1.1317, time 116.10ms, mfu 3.14%
iter 1910: loss 1.1653, time 112.79ms, mfu 3.15%
iter 1920: loss 1.1680, time 115.64ms, mfu 3.16%
iter 1930: loss 1.1419, time 116.20ms, mfu 3.16%
iter 1940: loss 1.1259, time 115.15ms, mfu 3.17%
iter 1950: loss 1.1378, time 117.14ms, mfu 3.17%
iter 1960: loss 1.1573, time 115.68ms, mfu 3.18%
iter 1970: loss 1.1574, time 115.60ms, mfu 3.18%
iter 1980: loss 1.1518, time 114.55ms, mfu 3.19%
iter 1990: loss 1.1529, time 114.89ms, mfu 3.19%
step 2000: train loss 1.0560, val loss 1.4723
iter 2000: loss 1.1313, time 12018.92ms, mfu 2.88%
iter 2010: loss 1.1371, time 116.50ms, mfu 2.91%
iter 2020: loss 1.1267, time 116.28ms, mfu 2.94%
iter 2030: loss 1.1575, time 114.63ms, mfu 2.97%
iter 2040: loss 1.1369, time 116.79ms, mfu 2.99%
iter 2050: loss 1.1200, time 116.01ms, mfu 3.01%
iter 2060: loss 1.1054, time 116.19ms, mfu 3.03%
iter 2070: loss 1.1241, time 115.70ms, mfu 3.05%
iter 2080: loss 1.1240, time 117.03ms, mfu 3.07%
iter 2090: loss 1.1352, time 116.89ms, mfu 3.08%
iter 2100: loss 1.1349, time 116.57ms, mfu 3.09%
iter 2110: loss 1.1359, time 117.25ms, mfu 3.10%
iter 2120: loss 1.1305, time 117.90ms, mfu 3.10%
iter 2130: loss 1.1397, time 115.99ms, mfu 3.12%
iter 2140: loss 1.1365, time 118.27ms, mfu 3.12%
iter 2150: loss 1.1284, time 115.45ms, mfu 3.13%
iter 2160: loss 1.1414, time 113.72ms, mfu 3.14%
iter 2170: loss 1.1367, time 117.53ms, mfu 3.15%
iter 2180: loss 1.1187, time 116.35ms, mfu 3.15%
iter 2190: loss 1.1095, time 115.99ms, mfu 3.16%
iter 2200: loss 1.1194, time 116.28ms, mfu 3.16%
iter 2210: loss 1.1110, time 118.38ms, mfu 3.16%
iter 2220: loss 1.1232, time 118.46ms, mfu 3.16%
iter 2230: loss 1.1231, time 119.21ms, mfu 3.16%
iter 2240: loss 1.1356, time 116.56ms, mfu 3.16%
step 2250: train loss 1.0100, val loss 1.4719
iter 2250: loss 1.1040, time 12013.73ms, mfu 2.85%
iter 2260: loss 1.1040, time 118.26ms, mfu 2.88%
iter 2270: loss 1.1425, time 116.57ms, mfu 2.91%
iter 2280: loss 1.0969, time 117.14ms, mfu 2.94%
iter 2290: loss 1.1535, time 116.76ms, mfu 2.96%
iter 2300: loss 1.1172, time 117.04ms, mfu 2.98%
iter 2310: loss 1.0925, time 115.23ms, mfu 3.01%
iter 2320: loss 1.0992, time 115.27ms, mfu 3.03%
iter 2330: loss 1.1028, time 117.32ms, mfu 3.05%
iter 2340: loss 1.1236, time 117.44ms, mfu 3.06%
iter 2350: loss 1.1000, time 116.11ms, mfu 3.07%
iter 2360: loss 1.1014, time 117.10ms, mfu 3.08%
iter 2370: loss 1.0974, time 115.21ms, mfu 3.10%
iter 2380: loss 1.0846, time 116.18ms, mfu 3.11%
iter 2390: loss 1.0864, time 116.30ms, mfu 3.12%
iter 2400: loss 1.0765, time 115.27ms, mfu 3.13%
iter 2410: loss 1.0720, time 115.43ms, mfu 3.14%
iter 2420: loss 1.0792, time 117.00ms, mfu 3.15%
iter 2430: loss 1.0588, time 117.21ms, mfu 3.15%
iter 2440: loss 1.0537, time 116.57ms, mfu 3.15%
iter 2450: loss 1.0758, time 115.50ms, mfu 3.16%
iter 2460: loss 1.0872, time 119.88ms, mfu 3.16%
iter 2470: loss 1.0853, time 116.99ms, mfu 3.16%
iter 2480: loss 1.0859, time 114.91ms, mfu 3.17%
iter 2490: loss 1.0610, time 115.94ms, mfu 3.17%
step 2500: train loss 0.9590, val loss 1.4886
iter 2500: loss 1.0800, time 11974.64ms, mfu 2.86%
iter 2510: loss 1.0775, time 116.63ms, mfu 2.89%
iter 2520: loss 1.0480, time 120.28ms, mfu 2.91%
iter 2530: loss 1.0608, time 116.21ms, mfu 2.94%
iter 2540: loss 1.0559, time 118.29ms, mfu 2.96%
iter 2550: loss 1.0655, time 112.65ms, mfu 3.00%
iter 2560: loss 1.0615, time 118.44ms, mfu 3.01%
iter 2570: loss 1.0752, time 114.61ms, mfu 3.04%
iter 2580: loss 1.0818, time 115.48ms, mfu 3.05%
iter 2590: loss 1.0710, time 114.69ms, mfu 3.07%
iter 2600: loss 1.0741, time 115.49ms, mfu 3.09%
iter 2610: loss 1.0476, time 116.66ms, mfu 3.10%
iter 2620: loss 1.0413, time 117.10ms, mfu 3.11%
iter 2630: loss 1.0266, time 116.22ms, mfu 3.12%
iter 2640: loss 1.0461, time 116.05ms, mfu 3.13%
iter 2650: loss 1.0662, time 116.99ms, mfu 3.13%
iter 2660: loss 1.0466, time 116.11ms, mfu 3.14%
iter 2670: loss 1.0205, time 117.62ms, mfu 3.14%
iter 2680: loss 1.0463, time 115.95ms, mfu 3.15%
iter 2690: loss 1.0574, time 114.74ms, mfu 3.16%
iter 2700: loss 1.0213, time 117.62ms, mfu 3.16%
iter 2710: loss 1.0412, time 115.27ms, mfu 3.17%
iter 2720: loss 1.0447, time 116.08ms, mfu 3.17%
iter 2730: loss 1.0544, time 117.29ms, mfu 3.17%
iter 2740: loss 1.0265, time 116.27ms, mfu 3.18%
step 2750: train loss 0.9135, val loss 1.5104
iter 2750: loss 1.0351, time 11999.54ms, mfu 2.86%
iter 2760: loss 1.0271, time 116.41ms, mfu 2.90%
iter 2770: loss 1.0300, time 117.22ms, mfu 2.92%
iter 2780: loss 1.0212, time 117.08ms, mfu 2.95%
iter 2790: loss 1.0406, time 114.66ms, mfu 2.98%
iter 2800: loss 1.0119, time 114.78ms, mfu 3.01%
iter 2810: loss 1.0451, time 116.05ms, mfu 3.03%
iter 2820: loss 1.0255, time 118.04ms, mfu 3.04%
iter 2830: loss 1.0377, time 115.70ms, mfu 3.06%
iter 2840: loss 1.0019, time 117.99ms, mfu 3.07%
iter 2850: loss 1.0306, time 115.73ms, mfu 3.08%
iter 2860: loss 1.0237, time 116.05ms, mfu 3.10%
iter 2870: loss 1.0016, time 115.40ms, mfu 3.11%
iter 2880: loss 1.0270, time 118.22ms, mfu 3.11%
iter 2890: loss 1.0150, time 116.57ms, mfu 3.12%
iter 2900: loss 0.9963, time 115.78ms, mfu 3.13%
iter 2910: loss 1.0427, time 115.31ms, mfu 3.14%
iter 2920: loss 1.0190, time 117.50ms, mfu 3.14%
iter 2930: loss 0.9971, time 119.60ms, mfu 3.14%
iter 2940: loss 0.9860, time 113.70ms, mfu 3.16%
iter 2950: loss 1.0231, time 114.00ms, mfu 3.17%
iter 2960: loss 1.0000, time 116.50ms, mfu 3.17%
iter 2970: loss 0.9940, time 116.02ms, mfu 3.17%
iter 2980: loss 1.0014, time 116.66ms, mfu 3.18%
iter 2990: loss 0.9899, time 117.33ms, mfu 3.18%
step 3000: train loss 0.8673, val loss 1.5194
iter 3000: loss 0.9866, time 12023.72ms, mfu 2.86%
iter 3010: loss 0.9940, time 117.44ms, mfu 2.89%
iter 3020: loss 0.9946, time 118.68ms, mfu 2.92%
iter 3030: loss 1.0067, time 116.66ms, mfu 2.94%
iter 3040: loss 1.0279, time 115.70ms, mfu 2.97%
iter 3050: loss 0.9855, time 116.90ms, mfu 2.99%
iter 3060: loss 0.9980, time 117.25ms, mfu 3.01%
iter 3070: loss 1.0166, time 114.54ms, mfu 3.04%
iter 3080: loss 1.0064, time 117.79ms, mfu 3.05%
iter 3090: loss 0.9795, time 115.89ms, mfu 3.07%
iter 3100: loss 0.9986, time 115.80ms, mfu 3.08%
iter 3110: loss 0.9806, time 116.22ms, mfu 3.09%
iter 3120: loss 0.9921, time 116.84ms, mfu 3.10%
iter 3130: loss 0.9779, time 118.80ms, mfu 3.11%
iter 3140: loss 0.9753, time 117.07ms, mfu 3.11%
iter 3150: loss 0.9882, time 117.01ms, mfu 3.12%
iter 3160: loss 1.0155, time 117.42ms, mfu 3.13%
iter 3170: loss 0.9620, time 117.34ms, mfu 3.13%
iter 3180: loss 0.9784, time 116.88ms, mfu 3.14%
iter 3190: loss 0.9972, time 117.45ms, mfu 3.14%
iter 3200: loss 0.9690, time 115.40ms, mfu 3.15%
iter 3210: loss 0.9701, time 116.22ms, mfu 3.16%
iter 3220: loss 0.9613, time 116.27ms, mfu 3.16%
iter 3230: loss 0.9596, time 115.51ms, mfu 3.17%
iter 3240: loss 0.9608, time 114.77ms, mfu 3.17%
step 3250: train loss 0.8239, val loss 1.5611
iter 3250: loss 0.9846, time 12090.34ms, mfu 2.86%
iter 3260: loss 0.9668, time 116.38ms, mfu 2.89%
iter 3270: loss 0.9772, time 116.10ms, mfu 2.93%
iter 3280: loss 0.9445, time 116.87ms, mfu 2.95%
iter 3290: loss 0.9432, time 118.44ms, mfu 2.97%
iter 3300: loss 0.9451, time 115.71ms, mfu 3.00%
iter 3310: loss 0.9571, time 116.22ms, mfu 3.02%
iter 3320: loss 0.9727, time 114.49ms, mfu 3.04%
iter 3330: loss 0.9581, time 114.24ms, mfu 3.06%
iter 3340: loss 0.9502, time 121.05ms, mfu 3.06%
iter 3350: loss 0.9538, time 116.47ms, mfu 3.08%
iter 3360: loss 0.9362, time 115.56ms, mfu 3.09%
iter 3370: loss 0.9606, time 116.37ms, mfu 3.10%
iter 3380: loss 0.9514, time 113.48ms, mfu 3.12%
iter 3390: loss 0.9561, time 111.62ms, mfu 3.14%
iter 3400: loss 0.9596, time 116.55ms, mfu 3.15%
iter 3410: loss 0.9444, time 115.83ms, mfu 3.16%
iter 3420: loss 0.9479, time 114.49ms, mfu 3.17%
iter 3430: loss 0.9430, time 115.15ms, mfu 3.17%
iter 3440: loss 0.9693, time 116.82ms, mfu 3.17%
iter 3450: loss 0.9509, time 115.55ms, mfu 3.18%
iter 3460: loss 0.9453, time 113.87ms, mfu 3.19%
iter 3470: loss 0.9385, time 114.34ms, mfu 3.20%
iter 3480: loss 0.9504, time 117.56ms, mfu 3.19%
iter 3490: loss 0.9106, time 116.35ms, mfu 3.19%
step 3500: train loss 0.7790, val loss 1.5720
iter 3500: loss 0.9011, time 11972.78ms, mfu 2.88%
iter 3510: loss 0.9180, time 116.52ms, mfu 2.91%
iter 3520: loss 0.9251, time 117.16ms, mfu 2.94%
iter 3530: loss 0.9584, time 116.43ms, mfu 2.96%
iter 3540: loss 0.9311, time 117.21ms, mfu 2.98%
iter 3550: loss 0.9215, time 116.57ms, mfu 3.01%
iter 3560: loss 0.9519, time 115.07ms, mfu 3.03%
iter 3570: loss 0.9363, time 115.67ms, mfu 3.05%
iter 3580: loss 0.9419, time 118.89ms, mfu 3.06%
iter 3590: loss 0.9228, time 115.96ms, mfu 3.07%
iter 3600: loss 0.9237, time 117.39ms, mfu 3.08%
iter 3610: loss 0.9118, time 117.43ms, mfu 3.09%
iter 3620: loss 0.9171, time 117.02ms, mfu 3.10%
iter 3630: loss 0.9199, time 116.04ms, mfu 3.11%
iter 3640: loss 0.9228, time 115.84ms, mfu 3.12%
iter 3650: loss 0.9075, time 118.66ms, mfu 3.12%
iter 3660: loss 0.9391, time 119.84ms, mfu 3.12%
iter 3670: loss 0.9375, time 113.29ms, mfu 3.14%
iter 3680: loss 0.9084, time 119.50ms, mfu 3.14%
iter 3690: loss 0.9350, time 117.88ms, mfu 3.14%
iter 3700: loss 0.8690, time 117.75ms, mfu 3.14%
iter 3710: loss 0.8807, time 113.93ms, mfu 3.16%
iter 3720: loss 0.9150, time 114.81ms, mfu 3.16%
iter 3730: loss 0.9002, time 117.42ms, mfu 3.17%
iter 3740: loss 0.9056, time 115.62ms, mfu 3.17%
step 3750: train loss 0.7414, val loss 1.6029
iter 3750: loss 0.9066, time 11995.47ms, mfu 2.86%
iter 3760: loss 0.9350, time 116.77ms, mfu 2.89%
iter 3770: loss 0.9320, time 117.36ms, mfu 2.92%
iter 3780: loss 0.9233, time 117.48ms, mfu 2.94%
iter 3790: loss 0.9007, time 114.13ms, mfu 2.98%
iter 3800: loss 0.9027, time 115.55ms, mfu 3.00%
iter 3810: loss 0.9152, time 115.43ms, mfu 3.02%
iter 3820: loss 0.8884, time 117.49ms, mfu 3.04%
iter 3830: loss 0.9023, time 112.67ms, mfu 3.07%
iter 3840: loss 0.8860, time 116.64ms, mfu 3.08%
iter 3850: loss 0.8922, time 117.75ms, mfu 3.09%
iter 3860: loss 0.8694, time 114.40ms, mfu 3.10%
iter 3870: loss 0.8979, time 122.95ms, mfu 3.10%
iter 3880: loss 0.8883, time 116.65ms, mfu 3.11%
iter 3890: loss 0.8921, time 115.75ms, mfu 3.12%
iter 3900: loss 0.8796, time 116.48ms, mfu 3.13%
iter 3910: loss 0.8910, time 117.28ms, mfu 3.13%
iter 3920: loss 0.8786, time 116.88ms, mfu 3.14%
iter 3930: loss 0.8860, time 114.97ms, mfu 3.15%
iter 3940: loss 0.8757, time 115.48ms, mfu 3.16%
iter 3950: loss 0.8747, time 116.89ms, mfu 3.16%
iter 3960: loss 0.9120, time 117.43ms, mfu 3.16%
iter 3970: loss 0.8914, time 116.49ms, mfu 3.16%
